ISO,ID,SMONTH,SYEAR,AUTH,LOC,LATNS,LATD,LATM,LATS,LONEW,LOND,LONM,LONS,ALT,CLIM,PAR,PAR2,MODE,MODE2,TEXT,TEXT2,DEPTH,WEAT,WEAT2,REST1,REST2,PARREM,LNDREG,LNDTOP,PHYS,SLP,POS,SLF,ASP,KND,PTRN,VAR,ROCK,STON,STSI,STSH,CRA,SEA,SALT,ALKALI,SODE,WAKE,WADE,WAUP,WALO,STAUP,STALO,STAPE,RUN,FLFR,FLNA,DRAIN,DRAINI,MOIDU,MOIDL,MOIMU,MOIML,MOIWU,MOIWL,ERT,ERT2,ERD,ERD2,AGGR,MASS,LUT,CROP,IRR,ROT,IMP,VET,VES,VED,ADPC,ADMM,COMNAME,DESCR,REMARKS,EDITDATE,VERIFIED
"KE",19,7,1978,"Wielemaker W.G. & M. Nachenius","Nyanza Province, South Nyanza District, Opapo","S",0,42,20,"E",34,34,40,1340,,,,"A","H",,,,,,,,"underlain by granite","UP","F","plain adjacent to termite moun",0,"F",,,"M","I",,"0","0",,,"0","0","0","0",105,"P",,,,50,105,"S","P","N",,"1",,0,50,50,105,,,,,,,,,"GR",,,,,,,"see remarks",1,1,,,"LOCATION: KE 19 is located in a plain close to a termite mound, ì
but out of its influence. KE 18 is located on the slope of the ì
mound and KE 17 on its active part. MICRO RELIEF: termite mounds ì
of 1-2 m high and a diameter of 3-6 m occur at distances of 30-50 ì
m. VEGETATION/LAND USE: on the mounds shrubs, between the mounds ì
grass, which is used for extensive grazing. SOIL PROCESSES: ì
profiles KE 17, 18 and 19 are associated soils. Termites have ì
throroughly mixed the different horizons as occuring in profile ì
KE 19 which results in KE 17. KE 18 is a transition to KE 19.

Additional notes on profile description:
Ah, E1 and E2: mottles are dark yellowish brown;
Bt2: few weak not intersecting slickensides; texture: gravelly ì
and stony clay; stones are mainly quartzitic with a few jaspis ì
and weathering granites; mottles are reddish yellow;
BC: mottles are yellowish brown and white.
","01/28/96 00:00:00",
"KE",20,8,1976,"Wielemaker W.G. & M. Nachenius","Kisii District",,,,,,,,,1905,,"E1",,"H",,,,,,,,,"mixed with alluvium","VA","R","flat bottomed valley",1,,,,"M",,,,"0",,,,,,,,,,,,,,,,,,"1","2",,,,,,,,,,,,,"gr",,,,,,,"95% grasses, 2% shrubs, 1%herbs, 1%trees",1,0,,,"Classification: aeric or abruptic tropaqualf / Soil fauna: ants ì
and termites.

Additional notes on profile description:
A1: mottles are grey; also very few fine pores; many white ì
points;
E1: mottles: yellowish brown, iron; many white points; also few ì
fine pores;
E2: mottles: yellowish brown, iron; massive porous prisms with ì
weak tendency to very coarse longitudinal prisms; many white ì
points;
B21ir: iron mottles on peds; many white points;
B22t: red rootrust mottles and red and yellow pedrust mottles;
B23t: reddish brown rootrust mottles; common medium distinct ì
yellowish coatings on peds;
B24: reddish brown rootrust mottles; common medium distinct ì
yellowish and common fine faint dark grey coatings ì
on peds; locally silty and ash-like material.",,
"KE",21,11,1981,"Van Kekem A.J. & J.H.V. Van Baren","Marsabit District, 36km N of Kargi","N",2,50,0,"E",37,36,0,425,"BSh","S0",,"L",,,,,,,,,,"UP","F","lacustrine plain",0,"F",,,,,0,"LR","0",,,"L","C","R",,,,0,0,,,,"S","P","Y","S","0",,,,,,,,"W",,"S",,"N",,"fa",,"0","0",,,,"Bare land with no vegetation",0,0,,,"A salt-affected soil, dominated by quartz and clay minerals, ì
derived from quaternary lacustrine sediments (""Chalbi beds"") with ì
cracks (extending to 1-2 cm width) to 20 cm depth and a very hard ì
saline crust in dry season (many crystal needles).
",,
"KE",22,,,"Van Kekem A.J. & J.H.V. Van Baren","Eastern Province, Marsabit District, 58km W of Marsabit","N",2,16,0,"E",37,28,0,460,"BSh","S0",,"U",,,,,,,,,,"UP","F","sedimentary plain",0,"F",,,,,0,"0","0",,,"0","0",,,,,0,,,,,,"S","N",,"3",,0,170,,,,,"S","W","S",,"N",,,,"0","0",,"D",,,0,0,,,"A salinic soil derived from quaternary sediments (""Hedad beds"") ì
with very light seasonal use (depressions devoid of vegetation), ì
biological activities (krotowinas). There are few fine black ì
primary mineral fragments throughout the profile.
vegetation: accacia reficiens, indigofera Spinosa",,
"KE",23,,,"Van Kekem A.J. & J.H.V. Van Baren","Marsabit District, 30km NNE of South Horr","N",2,23,45,"E",37,2,0,6,,"M1",,"U",,,,,,,,,"Hedad beds sediments","UP","F","sedimentary plain",0,"F",,,,,0,"0","0",,,"0",,,,,,0,,,,,,"S","I","F","4",,0,280,,,,,"S","R","R","S",,,"gr",,"0","0",,"D",,"Extensive grazing + browsing by animals",0,0,,,"A deep-rooting (125-180 cm), ill-sorted sandy soil of a dry and ì
hot climate with small clay bands at 250 cm and a gravelly layer ì
at 270 cm. Inside growing season the soil gets flooded 3 or 4 ì
times and offers very extensive grazing land for animals; also ì
many large krotovinas;
vegetation: accacia sp., indigofera sp.",,
"KE",24,,,"Van Kekem A.J. & J.H.V. Van Baren","Marsabit District, 38km NNE of South Horr","N",2,24,30,"E",37,2,0,650,,"M1",,"U",,,,,,,,,"Hedad beds sediments","UP","F","sedimentary plain",0,"F",,,,,0,"0","0",,,"0",,,,,,0,45,,,,,,,,"4","5",0,150,,,,,"S",,"R",,,,"gr",,"0","0",,"D",,"Extensive grazing on lowest scale",0,0,,,"A very deep-rooting (125-180 cm) soil with ill-sorted medium to ì
coarse sandy texture, with high porosity and good to excessive ì
drainage. It shows slight to moderate sealing including algae ì
crusts of about 3 cm thickness, and a mesorelief of small ridges ì
and shallow depressions (2-3 m);
vegetation: accacia sp., indigofera sp.
",,
"KE",25,8,1977,"Sombroek W.G.","7km S of Cheborge, on Sotik-Roret Road",,,,,,,,,,,"E1","I5","U","U",,,,,,,,"ashes and phonolite","HI","U","low upland",3,"M","V",,,,0,"0","0",,,"0",,,,,,0,,,,,,,,,"2",,,,,,,,,,,,,,"gr",,,,,,,"""shambas"" (maize and pastures)",1,0,,,"A very shallow to shallow soil (20-30 cm of depth) with many dead ì
rootlets in B21 horizon; strong surface sealing.
",,
"KE",26,3,1975,"Scholten J.H.M.","Kisii District,35km SSW of Kisii,2km E of Magombo market,near Kenyenya",,,,,,,,,1880,,,,,,,,,,,,,,"HI","H","saddle between hill tops",5,"S","S",,,,0,"0","0",,,,,,,,,0,,,,,,,,,"4",,,,,,,,,,,,,,"pa",,"0","0",,,,,1,0,,,"A very deep, red, fine clayey soil, with a good structure and ì
high biological activity, formed by weathering of andesite (?) ì
rock. Fine and very fine grass roots are well distributed ì
throughout the profile up to  a depth of 400 cm. Many small soft ì
manganese concretions between 205-210 cm occur. Below 270 cm ì
there are continuous ferro-manganese coatings increasing with ì
depth. This is the most important soil series of the area.",,
"KE",27,9,1978,"Van Dijk G.R.","Kericho District, near Gorgor",,,,,,,,,1850,,"E1",,"U",,,,,,,,,,"HI","R",,15,"M","S",,,,0,"0","0",,,,,"0",,,,0,,,,,,,,,"4",,0,190,,,,,"R","G","S","M",,,"pa",,"0","0",,,,"Pasture and maize cultivation",1,0,,,"A deep and brown soil derived from volcanic ashes ì
(Holocene-Pleistocene) on quartzite rock (Bukoban system), ì
situated between a rolling landscape on the western side and an ì
almost flat surrounding to the east; area includes some ant ì
hills.
",,
"KE",28,1,1980,"Boxem H.W. et al","Kilifi District",,,,,,,,,30,,"S0",,"U",,,,,,,,,"red lagoonal deposit","UP","F","coastal plain",0,"F",,,,,0,"0","0",,,"0","0",,,,,0,,,,,,,,,"5",,0,145,,,,,,,"S",,,,"x",,"0","0",,"H",,"Shifting cultivation of annual crops",1,0,,,"A shallow, dark brown (7,5 YR 4/4) to red (2,5 YR 5/8) sandy soil ì
(Kilindini sands) of lagoonal deposits with a porous massive ì
structure and a somewhat excessive drainage. Thin iron coatings 
appear, increasing with depth. Boxem H.W. et al (R11 pg 161)",,
"KE",29,,,"Boxem H.W., R. Onck, E. Smaling","Kilifi District, Cambini","S",3,37,0,"E",39,50,0,96,,"A0",,"U",,,,,,,,,"Margarini sands","CT","U","flat topped ridge",1,"F",,,,,0,,,,,,,"0","0",,,0,,,,,,,,,"5",,,,,,,,,,,,,"M","al","STC",,,,,,,1,1,,,,,
"KE",30,6,1982,"Schreurs W.","Kilifi District, near Kilifi","S",3,36,0,"E",39,52,0,50,"Aw","S0",,"U",,,,,,,,,,"UP","F","coastal plain (lagoonal flat)",1,"F",,,,,0,"0","0",,,"0","0","0","0",280,,0,,,,,,,,,"5",,,,,,,,,,,,,,"x",,,,,,,"Trees crops and subsistence crops",1,0,,,"A soil in a lagoonal plain, textured loamy sand over sandy loam ì
(medium sand, well sorted), with a massive structure, a somewhat ì
excessive drainage and a high porosity.
",,
"KE",31,5,1982,"Waaijenberg H.","Kilifi District, 1.9km NNE of Chilulu School","S",3,46,45,"E",39,38,39,270,,"A1",,,,,,,,,,,"Mazeras sandstone","PU","R",,0,,,,,,0,"0","0",,,,,"0","0",,,0,,,0,1,,,,,"4",,0,5,5,150,,,"S",,"S","M",,,"a",,,,,,,"Maize, sorghum, cocoanuts",1,0,,,"A dark reddish brown (2,5 YR 3/4) to red soil (2,5 YR 4/8) with ì
some surface sealing, derived from coarse grained sandstones ì
(Mazeras formation), with a high porosity (many very fine and ì
fine, few to common medium and large pores). In the Ap horizon
some charcoal particles (<2cm) appear. There are termite burrows
(2-15 cm) filled with material from higher horizons below 15 cm 
of depth. The land is used as arable land with cultivated and fallow
fields.
",,
"KE",32,6,1982,"Huising J.","southern route to Ganze, 1.5km after junction to Sokoke",,,,,,,,,107,,"H0",,"X",,,,,,,,,,"HI","H","uplands, flat summit",0,"F",,,,,0,"0","0",,,"L",,,,,,0,112,,,,,,,,"1","2",,,,,,,,,,,,"e","ve",,"0","0",,,"P","High shrubs*, trees and grasses",1,0,,,"A deep to very deep soil, poorly to imperfectly drained, olive ì
gray to olive cracking clay; structure is strong very coarse ì
columnar to angular blocky. Continuous thick pressure faces are ì
found at an angle of 45 degrees; very sticky and plastic, firm ì
when moist and very hard when dry. Secondary CaCO3 at B2 horizon. ì
Roots are very few to few;
vegetation: accacia sp, Thespetia danis",,
"KE",33,,,"Ligthart","Kilifi District, road Kaioleni-Mariakani, 2km after Kombeni drift",,,,,,,,,177,"Aw","S0",,"M",,,,,,,,,"submarine sediments","UP","F",,0,"F",,,,,0,"0","0",,,,,"0","0",,,0,32,,0,1,,,,,"3","2",,,0,190,,,"S",,"S",,,,"gr",,"0","0",,"S",,,1,0,,,,,
"KE",34,,,"Mungai D.N. & & A. Weeda","Central Province, Muranga District, Agric. Res. St. 'Gituamba'","S",0,45,0,"E",36,51,0,1980,"Cf","I6",,"R",,,,,,,"M",,"Simbara series","HI","U","upper part of slope",8,"U","V",,,,0,"0","0",,,"0","0","0","0",150,,0,,,0,1,"M","M","N",,"4",,,,0,150,,,,,,,"0","m","am","CEM","0","0","IT",,,"Lut of the surrounding: pasture, tea",1,0,,,"The spot around the pit is cultivated with maize, beans and partly abondoned (fallow?) with grasses and bushes, conspicuously with ferns. Also pyrethrum is grown.
Even in the Bu1 horizon few carbonized materials are seen, suggesting some disturbances.
Rootings frequent to the bottom of BA.
Geology: basalt, basaltic conglomerates and volcanic ash.
Climate: Rel. Hum.(%) - relative humidity 0600 GMT, first row
         Rel. Hum.(%) - relative humidity 1200 GMT, second row
Slides: 10248 - 10251, Landscape, profile, landuse.
Literature: Oswago, O. 1975. Soils of the Gituamba Experimental 
                             Farm, Soil Unit, NAL, Nairobi.
            Hirose, S. ed.1987. Agriculture and Soils in Kenya.
                             Nihon University, Tokyo, Japan.
                             Chapter B1, B2, B3, page 88 - 129.",,
"KE",35,,,"Mbuvi J.P. & E.B. Njeri","Narok District, 4km W of Narok along the road to Masai Mara","S",1,6,0,"E",35,50,0,1950,"Aw","E0","P1","H",,"SI","SI",90,"H","P","M",,"soft tuff","UP","F","very gently und.volcanic plain",2,"F","S",,,,0,"0","0",,,"0","S","0","0",,,0,,,,,"M","M","N",,"4",,,,,,,,"W",,"S",,"0","h","sh",,"0","0","I0","SD","C","Open bushland",1,0,,,"Evergreen bushland derived grasslands. These are fire induced. ì
Boscia angustifolia is the common woody plant. Grasses include ì
Themeda triandra, Pennisetum mezianum, Pennisetum schimperi, ì
Sporobolus discoporus etc. Under conditions of heavy utilization ì
Pennisetum schimperi and Harpachne schimperi become dominant.

Entic Eutrandept due to 20cm epipedon (typic: 25cm).

No slides available.",,
"KE",36,2,1977,"Kenya Soil Survey","Chyulu Range, Kajiado District, just SE of El Mau Hill","S",2,31,,"E",37,42,,1170,,"E1",,"H",,"LO",,,"P",,"L",,,"UP","U",,2,,,,,,,,,,,,,,,,"N",,,,,,,,,,"4",,0,180,,,,,,,,,,,"GR",,,,,"H",,"VEGETATION: grassland of Digitaria macroblephara, Sporobolus fimbriatus and Chrysopogon aucheri",1,0,,,,"01/08/04 00:00:00","OSP"
"KE",37,8,1983,"Van Engelen V.W.P. & A. Weeda","Narok District, 8km N of Nairagie Engare on road to Mau-Narok","S",0,59,0,"E",36,8,0,2640,"Cwb","E1","I5","U","X",,,,,,,,"Tertiary volcanics","MO","M","footslope ridge",20,"U",,,,,0,"0","0",,,,"0","0",,,,0,,,,,,,,,"4",,,,,,,,,,,,,,"x","VE",,,,,,"Maize, potatoes, beans",1,0,,,"A very dark (10 YR 2/2 very dark brown to 10 YR 2/1 black) ì
clayey-loamy soil of volcanic origin (tertiary volcanics covered ì
by volcanic ashes) in a mountainous region with long steep slopes; ì
a sticky and plastic consistence with many fine and medium pores ì
throughout the profile.",,
"KE",38,9,1985,"Kuyper J.","Mt. Kenya near Meru lodge app., 1km from entrance of the National Park","S",0,10,20,"E",37,27,40,2925,"Cf","E0","E0","H","H","SI","SA",37,"H","P","L",,"Mt. Kenya Series","VU","R","undulating higher slopes",15,"U","V",,,,,"0","0",,,"0","0","0","0",130,,0,,,0,1,"M","M","N",,"4",,,,0,150,,,,,,,"0",,"VE",,"0","0","I0","F","C","Bamboo-Hagiena forest, nature reserve",1,1,,,"Brief soil description:
Very deep, well drained soil derived from volcanic ejecta; with a thick,
black, slightly gravelly silty clay topsoil over a dark yellowish brown to
dark brown, silty clay subsoil which has continuous clay cutans. The soil
is under natural vegetation with bamboo-hagiena forest.

Parent material 1. 0 - 37 silty,
                2. 37 - 53 sandy,
                3. 53 - 130 silty, in the lower part lapilli occur,
                4. 130 - + silty and stony.
The profile observed is a roadcut, situated in Meru district. 
Slides of profile, vegetation and landscape: 10.005 - 10.009.
Literature: Hirose S. ed. 1987. Agriculture and soils in Kenya. Nihon University, Tokyo, Japan. Chapter B1, B2, B3, page 88 - 129.","03/02/95 00:00:00",
"KE",39,2,1987,"Kuyper J. & N. Bongers","Slope of Mt. Kenya, 1km E of crater(lake) along the Chogoria Track","S",0,12,35,"E",37,30,40,2310,"Cf","P1","P1","H",,"SI","ST",113,"H","P","L","L","Mt. Kenya Series","VU","R","crest on lower mountain slope",0,"C","V",,,,,"0","0",,,"0","0","0","0",150,,0,,,0,1,"M","M","N",,"4",,0,10,10,150,,,,,,,"0",,"ve","MXX","0","0","I0","FE","C","Podocarpus forest",0,1,,,"In the profile is at 75cm a stoneline of weathered lapilli.
Slides: 10.010 - 10.014 of profile, vegetation and site.
The former crater appears as an ""vlei"" along the road a bit ì
further on the track.",,
"KE",40,8,1985,"Kuyper J. & W. Simons & N. Bongers","Central Province, Embu District, 2km N of Rukuriri School","S",0,21,15,"E",37,32,20,1740,"Cf","P4",,"X",,,,,,,"M",,"phonolite/lahar/ash","HI","M","mountain footridge",2,"C","V",,,,,"0","0",,,"0","0","0","0",150,,0,,,0,1,"M","M","N",,"4",,,,0,150,,,,,"S",,"0","M","AM","STT","0","0","I0",,,"Some use of fertilizers and pesticides",1,1,,,"Very deep, well drained soil derived from volcanic breccia; with a thick, dark reddish brown clay topsoil over a red subsoil with low activity clays.
The soil is used for tea cultivation.
The clearence of the forest caused some charcoal mottles and burned bricklike clay gravel in the topsoil.
The site is situated at the edge of the forest and the tea gardens. The tea garden is surrounded by broad paths of grass 2 - 4 m width, which are grazed by dairy cattle and goats.

Slides: 10,015 - 10,022, showing profile, landscape, and landuse.","03/06/95 00:00:00",
"KE",41,9,1985,"Kuyper J.","Central Province, Embu District, 2km N of Rukuriri School","S",0,21,15,"E",37,32,30,1710,"Am","P4","P4","C","X",,,,,,,,"Mt. Kenya Series","HI","M","minor valley, mount. footridge",40,"L","C",,,,,"0","0",,,"0","0","0","0",110,"A",0,,107,0,1,"M","M","N",,"4",,,,0,100,100,,,,,,"0",,"ve",,"0","0","I0","FS","C","Intensive exploitation; charcoal prod.",1,1,,,"The site shall be cleared within a year and used for crops like ì
bananas, taro/yam, vegetables. The edge of the forest is shifted ì
100m mountain upwards (political decision, 1985).

The actual groundwater level is below 120cm.

Slides: 10,015, 10,016 and 10,023 - 10,029, profile, landscape ì
and landuse.",,
"KE",42,9,1985,"Kuyper J.","Central Province, Embu district, 2km N of Rurukiri School","S",0,21,20,"E",37,32,10,1715,"Am","P4","P4","C","A",,,,,,,,"Mt. Kenya Series","HI","M","major valley, mount. footridge",3,"V","C",,,,0,"0","0",,,"0","0","0","0",60,"W",55,,,0,5,"M","M",,"X","3",,0,40,40,55,55,80,,,,,"0","M","AL","FRB","0","0","I0","WS","C","Also taro and yam, grassland",1,0,,,"Moderately deep, moderately well drained soil derived from ì
volcanic
breccia; with a thin, reddish brown, clay topsoil over a reddish ì
brown,
clay subsoil with a very gravelly layer between 50 and 60 cm. The ì
soil is
used for arable farming with bananas, taro and yams as main ì
crops.
The site is situated at the edge of the forest and arable land.   
At 80 cm depth mainly rounded stones and boulders occur.
Slides: 10,015 - 10,016 and 10,030 - 10,034.
","03/02/95 00:00:00",
"KE",43,9,1985,"Kuyper J.","Embu district, 2km SE of Kiankungi school, near the road to Mufu","S",0,22,50,"E",37,34,35,1550,"Am","P6","P6","C","X",,,,,,"M",,"Mt. Kenya Series","HI","M","major valley, mount. footridge",6,,"V",,,"0",,"0","0",,,"0","0","0","0",80,"W",80,60,80,,,"M","M","N",,"3",,,,0,70,70,140,,,,,"0","N","al","CEM","S","0","I0",,,"Also taro/yam, bananas and sugarcane",1,1,,,"Potterie troughout the profile from 0 - 30cm.
The site is fallow land used for grazing.
The valley has a natural dam of phonolite at the outlet.
Slides 10,035 - 10,039.",,
"KE",44,9,1985,"Kuyper J. & W. Simons","Embu district, near Kathungu coffee factory","S",0,24,40,"E",37,37,40,1410,"Am","P6",,"X",,,,,,,"M",,"phonolite/lahar","PU","U","dissected mountain footridge",3,,"V",,,"0",,"0","0",,,"0","0","0","0",150,"N",,,,,,"M","M","N",,"4",,0,150,,,,,,,,,"0","N","AM","STC","0","0","IT",,,"Crops also some maize, bananas, cassava",1,1,,,"Brief soil description:
Very deep, well drained soil derived from basic volcanic breccia; with a
thick, dusky red clay topsoil over a dark brown, clay subsoil with clay
cutans. The soil is used for arable farming with crops as coffee, maize,
bananas and cassava.
Charcoal and potterie are found troughout the 0 - 80cm soil hrizon
Termite activity is very high.
Slides: 10,052 - 10,059. ","03/02/95 00:00:00",
"KE",45,7,1985,"Kuyper J.","Embu district, Gitwa valley, near Kathungu coffee factory","S",0,24,50,"E",37,37,30,1380,"Am","P6","P6","C","X",,,,,,"L","M","phonolite/lahar","PU","H","minor valley, mount. footridge",10,"M","S",,,"0",,"LR","0",,,"0","0","0","0",80,"N",,,,,,"M","M","N",,"4",,0,250,250,370,,,"S","R","S","S","0","N","am","STC","0","0","IT",,,"Pasture/grazing around the pit",1,0,,,"Augerhole: 260 - 370.
The topsoil is eroded.
Slides: 10,052 -10,053 and 10,060 -10,063.",,
"KE",46,7,1985,"Kuyper J.","Embu district, Gitwa valley bottom, near Kathungu coffee factory","S",0,25,0,"E",37,37,25,1330,"Am","P6","P6","C","A",,,,,,,,"phonolite/lahar/ash","VA","H","major valley, mount. footridge",2,"V","C",,,"0",,"0","0",,,"0","0","0","0",80,"A",105,60,140,,,"M","M",,,"3",,0,60,60,105,105,200,,,,,"0","N","al","FRB","0","0","I0",,,"Maize, sugarcane, papaya, napirgrass",1,0,,,"Soil fauna: a high activity of termites and ants.
At 170 - 200cm a tree trunc piece was found and sampled.
Slides: 10,052 - 10,053 and 10,064 - 10,070.",,
"KE",47,8,1985,"Kuyper J. & W. Simons","Embu district, 0.5km S of Kavengero school, 10m from the road","S",0,27,5,"E",37,42,0,1145,"Am","P6",,"X",,,,,,,"M",,"phonolite/lahar","PU","F","gently undulating plateau",2,"C","S",,,"0",,"0","0",,,"0","0","0","0",150,"N",,,,,,"M","M","N",,"4",,0,150,,,,,,,,,"0","N","AL","CEM","0","0","I0",,,"Mango, sweet potato, fertilizers used",1,0,,,"Brief soil description:
Very deep, well drained soil derived from basic volcanic breccia; with a
thin dark reddish brown, clay topsoil over a dark reddish brown clay
subsoil with clay cutans. 
The soil is used for arable farming with crops as sweet potato and maize.
Slides: 10,071 - 10,072.","03/02/95 00:00:00",
"KE",48,8,1985,"Kuyper J.","Embu district, 0.5km S of Kavengero school","S",0,27,5,"E",37,41,55,1142,"Am","P6",,"X",,,,,,,"M",,"phonolite","PU","U","minor valley in plateau",7,"M","S",,"T","L",,"LR","0",,,"0","0","0","0",100,"N",,,,,,"M","M","N",,"4",,0,130,,,,,,,,,"0","N","al","CEM","0","0","IT",,,"Fallow around the pit",1,0,,,"Small ridges with grass are grown along the paths and small terraces ì
are made in the field (width 50cm,height 10 - 20cm) both to prevent erosion.
Slides: 10,073 - 10,079.",,
"KE",49,8,1985,"Kuyper J.","Central Province, Embu district, 0.5km S of Kavengero school","S",0,27,10,"E",37,41,55,1139,"Am","P6","P6","C","A",,,,,,,,"phonolite/lahar/ash","PU","U","minor valley bottom in plateau",1,"V","C",,"L","L",30,"0","0",,,"C","0","0","0",100,"F",0,0,150,,,"M","M","Y","F","3",,0,50,50,135,135,160,,,,,"P","N","al","FRB","S",,"ID",,,"Cassava, sugarcane, vegetables",1,0,,,"Small fields of 3 x 3m dissected by ditches for drainage, rainfed ì
irrigation.
Slides: 10,082 - 10,088.",,
"KE",50,8,1985,"Kuyper J. & T. Veldkamp","Ishiara opposite of the watersupply near the Embu-Ishiara road","S",0,27,10,"E",37,46,20,855,"Aw","M1",,"X",,,,200,"P",,"M",,"Basement system","UP","U","dissected undulating upland",4,"U","V",,"M",,,"0","0",,,"0","S","0","0",150,"N",,,,0,1,"S","R","N",,"4",,0,150,,,,,"R","G","M","M","0","N","wo",,,,,"WD","D","Dense Acacia shrubbed wooodland",1,1,,,"Parent material: Gabronotite, Gneiss, Talcum.
Woodland with Euphorbia nyikae and Acacia senegal.
A high bioactivity by termites, large (15mm) and small ants.
The soil of this pit is used for the production of local bricks.
Slides: 10,105 - 10,113 and 10,134.",,
"KE",51,9,1985,"Kuyper J.","Embu district, Ishiara, 200m S of the junction near the hospital","S",0,27,40,"E",37,47,25,855,"Aw","M1",,"X",,,,70,"P",,"M",,"Basement system","UP","U","undulating upland",3,"U","V",,,"0",,"FR","VS",5.00000000e+00,,"0","S","0","0",70,"N",,,,0,3,"S","R","N",,"4",,0,80,,,,,"S","R","M","M","0","N","SH","CET",,"0","I0","SD","D","Acacia bushland",1,1,,,"Brief soil description:
Very deep, well drained soil derived from gneiss; with a very thin, dark red sandy clay topsoil over a dark red, sandy clay subsoil which is very
gravelly between 10 to 25 cm depth. Thin clay cutans occur in all horizons.
The soil is under acacia bushland which is browsed by cattle.
Parent rock: hornblende biotite gneiss.
A tor lies 50 m from the soilpit. Tors and earthpyramids are found on many places and mark the severe erosion in this area.
Slides: 10,092 - 10,105
","03/02/95 00:00:00",
"KE",52,9,1985,"Kuyper J.","Embu district, 4km E of Ishiara","S",0,26,40,"E",37,48,20,845,"Aw","M1",,"X",,,,150,"P",,"M",,"Basement system","UP","U","gently und. upland near stream",3,"L","V",,,"0",,"0","ES",5.00000000e-01,"S","0","0","0","0",150,"N",,,,,,"M","M","N",,"4",,0,150,,,,,"S","R","R","M","0","N","fa","CET","0","0","I0","SD","D","Dense bushed woodland",1,0,,,"Dense bushed woodland with Boscia sp. and Acacia tortillis.
Small scale rainfed annual crops, pigeon peas, cotton, millet.
Ca-concretions form a surface gravel mulch.
Slides: 10,114 - 10,118.",,
"KE",53,2,1986,"Kuyper J.","Meru district, Marimanti research station, EMI sheep and goat project","S",0,9,8,"E",37,58,20,600,"Aw","M1",,"X",,,,150,"P",,"H",,"Basement syst. rock","UP","U","uplands",2,"U","V",,,"0",,"0","0",,,"0","C","0","0",150,"N",,,,0,2,"S","R","N",,"4",,0,150,,,,,"S","R","R","M","0","N","wo",,,,,"WD","D","Also millet/fallow",1,1,,,"Trial area for regrowth of degraded overgrazed land.

Slides: 10,142 - 10,149.",,
"KE",54,2,1986,"Kuyper J.","Meru district, Marimanti agricultural research station","S",0,9,8,"E",37,58,20,600,"Aw","M1",,"X",,,,150,"P",,"H",,"Basement system","UP","U","erosional uplands",2,"U","V",,,"0",,"0","0",,,"0","C","0","0",150,"N",,,,0,2,"S","R","N",,"4",,0,150,,,,,"S","R","R","M","0","N","WO",,,,,"WD","D","Also millet/fallow",1,1,,,"Trial area for regrowth of degraded overgrazed land.
This profile is an example of a vegetation mound of erosional ì
origin. The roots of the shrub and the termite activity in the ì
mound make the mound more erosion resistent. The local termite ì
activity is induced by the organic material produced by the shrub ì
(roots, leaves).

Slides: 10,150 and 10,142 - 10,157.",,
"KE",55,1,1986,"Kuyper J. & S. Mwangi","Kagonguo, along the road Tseikuru-Usueni 400m N of junction Kakunike","S",0,13,40,"E",38,14,40,570,"Aw","M1",,"X",,,,60,"S",,"H",,"biotite gneiss","UP","U","dissected erosional plain",5,"U","V",,,"0",,"LR","FS",1.00000000e+00,"A","0","C","0","0",60,"N",,,,0,10,"S","A","N",,"6",,0,60,,,,,"S","R","R","M","N","N","wo",,"0","0","I0","WD","D","Commiphora-Acacia woodland",0,1,,,"90% bare ground.
On the same soil millet is grown.
Slides: 10,158 - 10,167.",,
"KE",56,1,1986,"Kuyper J. & S. Mwangi","Kitui district, 2km W of Ngiluni, along the road Mwingi-Garissa","S",0,46,0,"E",38,25,30,680,"Aw","M1",,"A",,"MX",,,,,,,,"UP","F","bottomland",1,"V",,,"G",,,"0","0",,,"L","P","0","0",120,"N",,,,,,"S","V","Y","F","2",,0,60,60,100,,,"S",,"S",,"P",,"wo",,"0","00","I0","WD","C","Shrubbed woodland, 50% bare soil",0,1,,,"Little soil fauna activity. 
The vegetation is cut over for charcoal production.
Slides: 10,181 - 10,182 and 10,184 - 10,190.",,
"KE",57,1,1986,"Kuyper J. & S. Mwangi","Kitui district, 2km E of Ndatani junction, 7km N of Ngomeni","S",0,34,55,"E",38,23,5,725,"Aw","M1",,"X",,,,140,"P",,"H",,"biotite gneiss","UP","F","non dissected erosional plain",0,"F",,,"M","I",50,"0","0",,,"0","C","0","0",140,"N",,,,,,"H","M","N",,"3",,0,140,,,,,,,,,"0","N","wo",,,,,"WD","S","Shrubbed bushland, browsed",0,1,,,"Crotovinas at 20cm and at 64 - 80cm.
A broken petrocalcic at 130 - 150cm.
Other landuse: small scale rainfed annual crops.
Slides: 10,168 - 10,172 and 10,178 - 10,183.",,
"KE",58,1,1986,"Kuyper J. & S. Mwangi","Kitui district, 3km E of Ndatani junction, 7km N of Ngomeni","S",0,35,0,"E",38,23,30,725,"Aw","M1",,"X",,,,140,"P",,"H",,"biotite gneiss","UP","F","non dissected erosional plain",0,"F",,,"N","I",60,"0","0",,,"0","P","0","0",140,"N",,,,,,"M","M","N",,"4",,0,140,,,,,"S",,"S",,"0","N","sh",,,,,"SD","D","Wooded shrubland",0,1,,,"Many termite channels and some crotovinas.
Other landuse: small scale rainfed annual crops.
Slides: 10,173 - 10,183.",,
